sample	video_id	clip_id	source_excel_row	video_relpath	source_label	source_annotation	transcript	source_qc_status	container_duration_s	audio_duration_s	video_frames	openface_valid_frames	source_words	timed_words	untimed_words	text_valid_words	audio_valid_words	vision_valid_words	all_modalities_valid_words	audio_min_coverage	vision_min_coverage	vision_partial_words	text_shape	audio_shape	vision_shape	alignment_review_flags	merge_review_flags	needs_review	review_priority	human_review_status	source_video_sha256	staged_video_sha256	audio_sha256	audio_feature_sha256	text_feature_sha256	merged_feature_sha256	stage_relpath	merged_relpath
sample_0087	-UUCSKoHeMA	0	88	-UUCSKoHeMA/0.mp4	0.0	Neutral	I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.	not_reviewed	7.800000	7.732000	234	222	18	18	0	18	18	18	18	1.000000	1.000000	0	18x768	18x25	18x49	low_ctc_probability		true	P2	pending	3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898	3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898	c59a89629b2dd29d70320212982216bb8b5095626c549fa789203e3a787c03a0	629ea22a6686c2833744fa4f81ed65f9f11dc121398123f2ce54ee6ac868020d	e5dc2cdde4163e42756853091e5d7cd7963e8487de875d219e9bc71312e8ba1c	e99d443fef087e56068fab2b0aab3a551f6536f01325ba3c2ec36551d9e59480	mosei-stage-v1.0/sample_0087.mp4	mosei-multimodal-aligned-v1.0/sample_0087.npz
sample_0088	-ri04Z7vwnc	0	89	-ri04Z7vwnc/0.mp4	0.0	Neutral	going to get married or are already married	not_reviewed	2.807000	2.763000	67	0	8	8	0	8	8	0	0	1.000000	0.000000	0	8x768	8x25	8x49	asr_disagreement;low_ctc_probability	vision_missing_words;no_valid_visual_frames	true	P1	pending	93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b	93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b	987f0d1d51f3657eff67085a254caf8b41208bcad422386fde00c6cdd8f7e0d6	c97a11426c6bf425dff911c2cf5746e6f2ccfb8619f797bc50633031d1c4857c	1b9983df496d8e26212b2e1521feba9e0719de32416706639b369c770acb7562	428779b6178d4b1388b67c2d56cacb5b01c2ca62d71c8d8c9c3cb037250f7df4	mosei-stage-v1.0/sample_0088.mp4	mosei-multimodal-aligned-v1.0/sample_0088.npz
sample_0089	-ri04Z7vwnc	2	90	-ri04Z7vwnc/2.mp4	-0.3333333432674408	Negative	"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important"	not_reviewed	6.027000	5.913375	143	47	16	16	0	16	16	5	5	1.000000	0.000000	0	16x768	16x25	16x49	asr_disagreement;low_ctc_probability	vision_missing_words	true	P2	pending	f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148	f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148	e6f3259bb37bde9d07d74cb1b4ca23497e39ddb9e2aa514c17e28010ed81f0a2	a31c65384a76e169c3e6818079351825bfbe635de0c17ca14733fadbc60a6046	5743850c6bea05923dd804c8b4381f7720f6acd074f00814f7f286aa7e3880df	383f56003fda57e86f09abec9b15993fc17ada9b7a398254d9ede9d9f6ea2ee6	mosei-stage-v1.0/sample_0089.mp4	mosei-multimodal-aligned-v1.0/sample_0089.npz
sample_0090	-ri04Z7vwnc	5	91	-ri04Z7vwnc/5.mp4	0.3333333432674408	Positive	""" So I think it's important to discuss finances"	not_reviewed	3.545000	3.439750	83	83	9	8	1	9	8	8	8	1.000000	1.000000	0	9x768	9x25	9x49	asr_disagreement;low_ctc_probability		true	P2	pending	2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736	2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736	7f1c4ee5f3525270026237e45bdd5984337109d025ea0e811ff1d94e3ddd7998	c28053d43166cb1be3eb8bbd41e2588d8515e1783fa72454b9f575ffe3ad1984	c9460d38e778edf8000825463d77dbbcb2e3fd0b2d5617574eaf249275cdc655	88a6fb5b642b6b873f7de3bac0aa6eee931c579dc95b87bc30c688d252fca61d	mosei-stage-v1.0/sample_0090.mp4	mosei-multimodal-aligned-v1.0/sample_0090.npz
sample_0091	-s9qJ7ATP7w	1	92	-s9qJ7ATP7w/1.mp4	0.6666666865348816	Positive	But the hardest thing in life to learn, is to lose	not_reviewed	4.791992	4.643813	140	140	11	11	0	11	11	11	11	1.000000	1.000000	0	11x768	11x25	11x49	asr_disagreement		true	P2	pending	a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09	a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09	4df5192baaf778031e6220053c7834c63b75c9fd676322b488b2cfac7bbf27c7	70f00e8dcac68342f011cf9e1ce6d2f0fc49300e8973b7550e37a0a424181ee3	11814482d5f8070ecb33e2addc5389f9c918d77747334bdf34d3282bc69edefc	3c6c43aee30f605d11e1d64c849322811e779112eb73700275f8e61d90d48475	mosei-stage-v1.0/sample_0091.mp4	mosei-multimodal-aligned-v1.0/sample_0091.npz
sample_0092	-s9qJ7ATP7w	0	93	-s9qJ7ATP7w/0.mp4	-0.3333333432674408	Negative	they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up	not_reviewed	6.800000	6.710000	204	203	24	24	0	24	24	24	24	1.000000	0.333350	1	24x768	24x25	24x49	low_ctc_probability	vision_partial_coverage	true	P2	pending	f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5	f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5	288b3c5f141452513f4a115cf5612572bc3066e0e40cfcadcff1ec76c726a6ef	fa5e91771324091d2c40bd44aead95576112b82a7deaea0d06aa6f631ab4b45c	f62a3e78ad5c5206c515b9bf45480befcdbbd11b48499d317801ed596cff1ee6	3b18f1c2b72b07ca67499b5dcfe0ccc9de0b7d46f627249072bd5d9ab56efbf3	mosei-stage-v1.0/sample_0092.mp4	mosei-multimodal-aligned-v1.0/sample_0092.npz
sample_0093	-s9qJ7ATP7w	5	94	-s9qJ7ATP7w/5.mp4	-2.0	Negative	I have been beat up and put down and everything that can go wrong, has gone wrong for me	not_reviewed	8.561003	8.397875	253	253	19	19	0	19	19	19	19	1.000000	1.000000	0	19x768	19x25	19x49	low_ctc_probability		true	P2	pending	bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae	bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae	56358a33ef8c2edd7c43c1e58a72e5c3e65441ac65bcb645d87595498983a6c9	facdc9fd819b85e74ff1c4451e8e9688d15e9d7d7bb072157bed3beb99c51e96	604ae61056dd806e23f49ac7803dad3c9a3ee67dd989bfa36e5f9bc6a058ac24	647fbf57fef6cb67aea21e940eece4ed05e4d0cb3502e4b079eaca9cfa2c3c3b	mosei-stage-v1.0/sample_0093.mp4	mosei-multimodal-aligned-v1.0/sample_0093.npz
sample_0094	-s9qJ7ATP7w	4	95	-s9qJ7ATP7w/4.mp4	0.0	Neutral	I have lost at everything you can imagine, seriously	not_reviewed	4.427018	4.246875	129	125	9	9	0	9	9	9	9	1.000000	0.750002	1	9x768	9x25	9x49	asr_disagreement	vision_partial_coverage	true	P2	pending	76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9	76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9	021ffe1eb21f8bad914cd6b122c469ef8f29978e49651a5f32c16d2ab93a3c25	b52b7b586f560764bb9e61f59b202f7c524274ec475122afd38d13346476ef89	d4c17484a1b7a7375d432c59e2eeaaf920ae21e19ba98f0a94395efe42c7fc53	3d4c6664c23af45dbc29847c22de2adb77eb65bf7da2ab3bca19bc4ce73e00ae	mosei-stage-v1.0/sample_0094.mp4	mosei-multimodal-aligned-v1.0/sample_0094.npz
sample_0095	-s9qJ7ATP7w	7	96	-s9qJ7ATP7w/7.mp4	1.0	Positive	"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business"	not_reviewed	6.966016	6.838563	207	153	28	28	0	28	28	20	20	1.000000	0.000000	1	28x768	28x25	28x49	asr_disagreement;low_ctc_probability	vision_missing_words;vision_partial_coverage	true	P2	pending	5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d	5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d	db0387795e988e588ead9c4795c56e4753dd0f9c0c21fff2b4b5d25d30462ccd	4b6c1f2d33b18f184f9e778981931d717d968f3497450fb7a76153595ae74285	51325e1b7f1933ccf18e6416c70879a0797bc51cdc96d7793fce17ffa1a53bb4	805d2b2c3d156f29d306e0526ce45fead4859e768288d2fa69ff805b5ef4f74d	mosei-stage-v1.0/sample_0095.mp4	mosei-multimodal-aligned-v1.0/sample_0095.npz
sample_0096	-s9qJ7ATP7w	6	97	-s9qJ7ATP7w/6.mp4	0.0	Neutral	But I just kept going	not_reviewed	2.475000	2.314812	71	59	5	5	0	5	5	5	5	1.000000	1.000000	0	5x768	5x25	5x49	asr_disagreement		true	P2	pending	40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451	40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451	fa96b28ee11dd18659121157168d6ae42970a816905d89578b9acce601a16420	2c80f2c2bcd46d0658b3d8553a8218c53772d9dfe32dd931360cbd7e470a8fd1	f74230b1c3ffafd9b59e0923faf494e203c372b0bb666de8f50afed32b560949	80d4221ef5fd535ae9700f154da6e876ce15b7a7fb00d959e45b05c45819c353	mosei-stage-v1.0/sample_0096.mp4	mosei-multimodal-aligned-v1.0/sample_0096.npz
sample_0097	-s9qJ7ATP7w	8	98	-s9qJ7ATP7w/8.mp4	1.3333333730697632	Positive	""" And I said, ""Oh, make a profit, and all these other things"	not_reviewed	3.294987	3.184000	97	97	13	12	1	13	12	12	12	1.000000	1.000000	0	13x768	13x25	13x49	asr_disagreement		true	P2	pending	1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239	1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239	4276e6d34417f1386c5cd97133735cb4ba972790469887966be1168a8b389608	b6d6487ff870461d71a08148ceef3b631677550af3afec0ee9d30059a7c4e107	125abbbe715aa44bd9d49965f23f4cd46c0bc26439f2ca8bef1514ab13fdf6f6	59a0db596c2d7131d7440b62da9ae85b063ff31ac474632da32cfa948fd188d6	mosei-stage-v1.0/sample_0097.mp4	mosei-multimodal-aligned-v1.0/sample_0097.npz
sample_0098	-yRb-Jum7EQ	1	99	-yRb-Jum7EQ/1.mp4	0.0	Neutral	it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.	not_reviewed	29.288021	29.109000	875	865	49	49	0	49	49	49	49	1.000000	0.771689	1	49x768	49x25	49x49	asr_disagreement;low_ctc_probability	vision_partial_coverage	true	P2	pending	2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46	2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46	8f8fe6c85cafc6ed36bed95f30d38c7b8481fbc8b7144165271aa45dc5012a2f	edb94bc67641c4d25549e76bec1acba407efa9c4064ba961e9b6c71926b0026b	4d08d414c173fc64c4be1f85c5ad035a64572920e66e48d8cfad539bb59c489f	b984479e10dfd694e852a8122562c3f45e1cf636b48638b64ad924365ef58d1c	mosei-stage-v1.0/sample_0098.mp4	mosei-multimodal-aligned-v1.0/sample_0098.npz
sample_0099	-yRb-Jum7EQ	5	100	-yRb-Jum7EQ/5.mp4	-0.6666666865348816	Negative	Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.	not_reviewed	13.169010	13.044000	394	394	25	25	0	25	25	25	25	1.000000	1.000000	0	25x768	25x25	25x49	asr_disagreement;low_ctc_probability		true	P2	pending	6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9	6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9	9f766a81f9f0da084e09e41ee561565cf135dc401ddf74f0bfcb992df86cb33f	c4d1a8efe9bfcfafbaedcf73e0b8f5f8a04bd59291ba963e25bdf65788f00e59	212c1b8c7cc9f6a479a342335366f374dd61c04eea569a68422ed3deeaee8318	6294ec518071b1a1c6dc62948327628f67aef150f0ca54fa2dd37f26d6ee7875	mosei-stage-v1.0/sample_0099.mp4	mosei-multimodal-aligned-v1.0/sample_0099.npz
sample_0100	-yRb-Jum7EQ	6	101	-yRb-Jum7EQ/6.mp4	0.0	Neutral	Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.	not_reviewed	11.241995	11.242000	336	336	19	19	0	19	19	19	19	1.000000	1.000000	0	19x768	19x25	19x49	asr_disagreement;low_ctc_probability		true	P2	pending	b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989	b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989	4718db25d221799769d9d5980ff5edd5d1388361346f88e49958624df0a78d7b	caeae2d0a517b6d2a7ccdaa65eac55f53cafe10368ed9e099a23d754cb11d385	35dc735736ae03ffb5a04c48a1fae2d7851babe4d4ffa99c7270272d3044e29a	03610cd476a230cf2b8c48bf6d2a41699345a615f9b6a2ce05337166179e2594	mosei-stage-v1.0/sample_0100.mp4	mosei-multimodal-aligned-v1.0/sample_0100.npz
